split,trace_file,source_capture,checkpoint,prompt_id,workload,layer,model_revision,base_context_length,decode_steps,score_rows,score_columns,length_rows,score_dtype
test,artifacts/pilot/scores_b/traces/code_heldout_3_c8192_layer_14.npz,artifacts/pilot/trace_capture_8k/code_heldout_3/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_3,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c8192_layer_17.npz,artifacts/pilot/trace_capture_8k/code_heldout_3/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_3,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c8192_layer_21.npz,artifacts/pilot/trace_capture_8k/code_heldout_3/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_3,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c8192_layer_25.npz,artifacts/pilot/trace_capture_8k/code_heldout_3/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_3,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c16384_layer_02.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,code_heldout_3,long-code,2,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c16384_layer_05.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,code_heldout_3,long-code,5,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c16384_layer_08.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,code_heldout_3,long-code,8,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c16384_layer_11.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,code_heldout_3,long-code,11,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c16384_layer_14.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_3,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c16384_layer_17.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_3,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c16384_layer_21.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_3,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c16384_layer_25.npz,artifacts/pilot/trace_capture_16k/code_heldout_3/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_3,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c32768_layer_02.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,code_heldout_3,long-code,2,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c32768_layer_05.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,code_heldout_3,long-code,5,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c32768_layer_08.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,code_heldout_3,long-code,8,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_3_c32768_layer_11.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,code_heldout_3,long-code,11,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c32768_layer_14.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_3,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c32768_layer_17.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_3,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c32768_layer_21.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_3,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_3_c32768_layer_25.npz,artifacts/pilot/trace_capture_32k/code_heldout_3/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_3,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c8192_layer_02.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,code_heldout_5,long-code,2,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c8192_layer_05.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,code_heldout_5,long-code,5,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c8192_layer_08.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,code_heldout_5,long-code,8,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c8192_layer_11.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,code_heldout_5,long-code,11,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c8192_layer_14.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_5,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c8192_layer_17.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_5,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c8192_layer_21.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_5,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c8192_layer_25.npz,artifacts/pilot/trace_capture_8k/code_heldout_5/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_5,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c16384_layer_02.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,code_heldout_5,long-code,2,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c16384_layer_05.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,code_heldout_5,long-code,5,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c16384_layer_08.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,code_heldout_5,long-code,8,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c16384_layer_11.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,code_heldout_5,long-code,11,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c16384_layer_14.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_5,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c16384_layer_17.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_5,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c16384_layer_21.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_5,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c16384_layer_25.npz,artifacts/pilot/trace_capture_16k/code_heldout_5/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_5,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c32768_layer_02.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,code_heldout_5,long-code,2,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c32768_layer_05.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,code_heldout_5,long-code,5,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c32768_layer_08.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,code_heldout_5,long-code,8,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/code_heldout_5_c32768_layer_11.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,code_heldout_5,long-code,11,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c32768_layer_14.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,code_heldout_5,long-code,14,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c32768_layer_17.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,code_heldout_5,long-code,17,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c32768_layer_21.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,code_heldout_5,long-code,21,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_b/traces/code_heldout_5_c32768_layer_25.npz,artifacts/pilot/trace_capture_32k/code_heldout_5/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,code_heldout_5,long-code,25,85864749cd611b4353ce1decdb286193298f64c7,32768,128,128,32896,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c8192_layer_02.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,text_heldout_26493,long-text,2,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c8192_layer_05.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,text_heldout_26493,long-text,5,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c8192_layer_08.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,text_heldout_26493,long-text,8,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c8192_layer_11.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,text_heldout_26493,long-text,11,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c8192_layer_14.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,text_heldout_26493,long-text,14,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c8192_layer_17.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,text_heldout_26493,long-text,17,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c8192_layer_21.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,text_heldout_26493,long-text,21,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c8192_layer_25.npz,artifacts/pilot/trace_capture_8k/text_heldout_26493/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,text_heldout_26493,long-text,25,85864749cd611b4353ce1decdb286193298f64c7,8192,128,128,8320,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c16384_layer_02.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_02.pt,artifacts/pilot/indexers_1000/checkpoints/layer_02.safetensors,text_heldout_26493,long-text,2,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c16384_layer_05.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_05.pt,artifacts/pilot/indexers_1000/checkpoints/layer_05.safetensors,text_heldout_26493,long-text,5,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c16384_layer_08.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_08.pt,artifacts/pilot/indexers_1000/checkpoints/layer_08.safetensors,text_heldout_26493,long-text,8,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_a/traces/text_heldout_26493_c16384_layer_11.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_11.pt,artifacts/pilot/indexers_1000/checkpoints/layer_11.safetensors,text_heldout_26493,long-text,11,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c16384_layer_14.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_14.pt,artifacts/pilot/indexers_1000/checkpoints/layer_14.safetensors,text_heldout_26493,long-text,14,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c16384_layer_17.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_17.pt,artifacts/pilot/indexers_1000/checkpoints/layer_17.safetensors,text_heldout_26493,long-text,17,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c16384_layer_21.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_21.pt,artifacts/pilot/indexers_1000/checkpoints/layer_21.safetensors,text_heldout_26493,long-text,21,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
test,artifacts/pilot/scores_b/traces/text_heldout_26493_c16384_layer_25.npz,artifacts/pilot/trace_capture_16k/text_heldout_26493/layer_25.pt,artifacts/pilot/indexers_1000/checkpoints/layer_25.safetensors,text_heldout_26493,long-text,25,85864749cd611b4353ce1decdb286193298f64c7,16384,128,128,16512,128,float16
